id;price_x;product;quantitytoorder2p;region;skucode;skuname;ahsearch;url;title;category;price_y;size;size_type;size_nr;price_100(g/l)_p1st;ahid
121878664934773355;0.18;classic-box;0;NL;DRY-11-17102-1;Groene linzen (40g);groene%20linzen;https://www.ah.nl/producten/product/wi198414/valle-del-sole-groene-linzen;Valle del sole Groene linzen;Soepen, conserven, sauzen, smaakmakers/Linzen (gedroogd);1.79;900 g;g;900.0;0.2;wi198414
121878664934773356;0.23;classic-box;1;NL;DRY-11-17103-1;Groene linzen (80g);groene%20linzen;https://www.ah.nl/producten/product/wi435962/ah-groene-erwten-en-linzenrijst;AH Groene erwten en linzenrijst;Pasta, rijst, internationale keuken/Rijst met peulvruchten;2.66;300 g;g;300.0;0.89;wi435962
121878664934773356;0.23;classic-box;1;NL;DRY-11-17103-1;Groene linzen (80g);groene%20linzen;https://www.ah.nl/producten/product/wi227629/smaakt-groene-linzen;Smaakt Groene linzen;Soepen, conserven, sauzen, smaakmakers/Linzen (gedroogd);1.99;400 g;g;400.0;0.5;wi227629
121878664934773356;0.23;classic-box;1;NL;DRY-11-17103-1;Groene linzen (80g);groene%20linzen;https://www.ah.nl/producten/product/wi198414/valle-del-sole-groene-linzen;Valle del sole Groene linzen;Soepen, conserven, sauzen, smaakmakers/Linzen (gedroogd);1.79;900 g;g;900.0;0.2;wi198414
121878664934773357;0.28;classic-box;0;NL;DRY-11-17104-1;Groene linzen (120g);groene%20linzen;https://www.ah.nl/producten/product/wi435962/ah-groene-erwten-en-linzenrijst;AH Groene erwten en linzenrijst;Pasta, rijst, internationale keuken/Rijst met peulvruchten;2.66;300 g;g;300.0;0.89;wi435962
121878664934773357;0.28;classic-box;0;NL;DRY-11-17104-1;Groene linzen (120g);groene%20linzen;https://www.ah.nl/producten/product/wi227629/smaakt-groene-linzen;Smaakt Groene linzen;Soepen, conserven, sauzen, smaakmakers/Linzen (gedroogd);1.99;400 g;g;400.0;0.5;wi227629
121878664934773357;0.28;classic-box;0;NL;DRY-11-17104-1;Groene linzen (120g);groene%20linzen;https://www.ah.nl/producten/product/wi198414/valle-del-sole-groene-linzen;Valle del sole Groene linzen;Soepen, conserven, sauzen, smaakmakers/Linzen (gedroogd);1.79;900 g;g;900.0;0.2;wi198414
121878664934773358;0.23;classic-box;1;NL;DRY-11-17114-1;Bulgur (85g);bulgur;https://www.ah.nl/producten/product/wi395655/ah-bulgur;AH Bulgur;Pasta, rijst, internationale keuken/Bulgur;0.92;300 g;g;300.0;0.31;wi395655
121878664934773358;0.23;classic-box;1;NL;DRY-11-17114-1;Bulgur (85g);bulgur;https://www.ah.nl/producten/product/wi435957/ah-biologisch-bulgur;AH Biologisch Bulgur;Pasta, rijst, internationale keuken/Bulgur;0.95;300 g;g;300.0;0.32;wi435957
121878664934773358;0.23;classic-box;1;NL;DRY-11-17114-1;Bulgur (85g);bulgur;https://www.ah.nl/producten/product/wi435951/ah-biologisch-bulgur-en-quinoa;AH Biologisch Bulgur & quinoa;Pasta, rijst, internationale keuken/Bulgur;2.39;300 g;g;300.0;0.8;wi435951
121878664934773358;0.23;classic-box;1;NL;DRY-11-17114-1;Bulgur (85g);bulgur;https://www.ah.nl/producten/product/wi202222/duru-bulgur-grof;Duru Bulgur grof;Pasta, rijst, internationale keuken/Bulgur;1.74;1 kg;kg;1.0;0.17;wi202222
121878664934773359;0.34;classic-box;0;NL;DRY-11-17115-1;Bulgur (170g);bulgur;https://www.ah.nl/producten/product/wi395655/ah-bulgur;AH Bulgur;Pasta, rijst, internationale keuken/Bulgur;0.92;300 g;g;300.0;0.31;wi395655
121878664934773359;0.34;classic-box;0;NL;DRY-11-17115-1;Bulgur (170g);bulgur;https://www.ah.nl/producten/product/wi435957/ah-biologisch-bulgur;AH Biologisch Bulgur;Pasta, rijst, internationale keuken/Bulgur;0.95;300 g;g;300.0;0.32;wi435957
121878664934773359;0.34;classic-box;0;NL;DRY-11-17115-1;Bulgur (170g);bulgur;https://www.ah.nl/producten/product/wi435951/ah-biologisch-bulgur-en-quinoa;AH Biologisch Bulgur & quinoa;Pasta, rijst, internationale keuken/Bulgur;2.39;300 g;g;300.0;0.8;wi435951
121878664934773359;0.34;classic-box;0;NL;DRY-11-17115-1;Bulgur (170g);bulgur;https://www.ah.nl/producten/product/wi202222/duru-bulgur-grof;Duru Bulgur grof;Pasta, rijst, internationale keuken/Bulgur;1.74;1 kg;kg;1.0;0.17;wi202222
121878664934773360;0.06;classic-box;1;NL;PHF-10-16055-4;Rode ui;rode%20ui;https://www.ah.nl/producten/product/wi439146/ah-rode-uien;AH Rode uien;Aardappel, groente, fruit/Rode uien;1.69;1 kg;kg;1.0;0.17;wi439146
121878664934773360;0.06;classic-box;1;NL;PHF-10-16055-4;Rode ui;rode%20ui;https://www.ah.nl/producten/product/wi189478/ah-rode-uien;AH Rode uien;Aardappel, groente, fruit/Rode uien;0.89;2 stuks;st;2.0;0.45;wi189478
121878664934773360;0.06;classic-box;1;NL;PHF-10-16055-4;Rode ui;rode%20ui;https://www.ah.nl/producten/product/wi96395/ah-uien-rood;AH Uien rood;Aardappel, groente, fruit/Rode uien;0.74;500 g;g;500.0;0.15;wi96395
121878664934773360;0.06;classic-box;1;NL;PHF-10-16055-4;Rode ui;rode%20ui;https://www.ah.nl/producten/product/wi404283/ah-gesneden-rode-uien;AH Gesneden rode uien;Aardappel, groente, fruit/Voorgesneden uien;1.29;150 g;g;150.0;0.86;wi404283
121878664934773361;0.24;classic-box;0;NL;SPI-11-24035-4;Geschaafde amandelen (10g);geschaafde%20amandelen;;;;;;;;;
121878664934773362;0.32;classic-box;1;NL;SPI-11-24037-4;Geschaafde amandelen (20g);geschaafde%20amandelen;;;;;;;;;
121878664934773363;0.41;classic-box;0;NL;SPI-11-24039-4;Geschaafde amandelen (30g);geschaafde%20amandelen;;;;;;;;;
121878664934773364;0.49;classic-box;0;NL;SPI-11-24040-4;Geschaafde amandelen (40g);geschaafde%20amandelen;;;;;;;;;
121878664934773498;0.28;classic-box;1;NL;SPI-11-24036-4;Geschaafde amandelen (15g);geschaafde%20amandelen;;;;;;;;;
121878664934773500;0.37;classic-box;0;NL;SPI-11-24038-4;Geschaafde amandelen (25g);geschaafde%20amandelen;;;;;;;;;
121878664934773365;0.75;classic-box;1;NL;PHF-10-16670-4;Avocado;avocado;https://www.ah.nl/producten/product/wi169797/ah-avocado;AH Avocado;Aardappel, groente, fruit/Avocado;1.29;per stuk;st;1;1.29;
121878664934773365;0.75;classic-box;1;NL;PHF-10-16670-4;Avocado;avocado;https://www.ah.nl/producten/product/wi462427/ah-avocado;AH Avocado;Aardappel, groente, fruit/Avocado;2.99;650 g;g;650.0;0.46;wi462427
121878664934773365;0.75;classic-box;1;NL;PHF-10-16670-4;Avocado;avocado;https://www.ah.nl/producten/product/wi426846/ah-buitenbeentjes-avocado-s;AH Buitenbeentjes avocado's;Aardappel, groente, fruit/Avocado;3.69;1 kg;kg;1.0;0.37;wi426846
121878664934773365;0.75;classic-box;1;NL;PHF-10-16670-4;Avocado;avocado;https://www.ah.nl/producten/product/wi129400/ah-avocado-eetrijp;AH Avocado eetrijp;Aardappel, groente, fruit/Avocado;2.99;2 stuks;st;2.0;1.5;wi129400
121878664934773368;0.11;classic-box;1;NL;PHF-10-16026-4;Citroen;citroen;https://www.ah.nl/producten/product/wi210142/amstel-radler-citroen;;;;;;;;
121878664934773368;0.11;classic-box;1;NL;PHF-10-16026-4;Citroen;citroen;https://www.ah.nl/producten/product/wi458129/aquarius-water-zinc-lemon;Aquarius Water+ zinc lemon;Bewuste voeding/Sportdrank flesjes;1.69;0,9 l;l;0.9;0.19;wi458129
121878664934773368;0.11;classic-box;1;NL;PHF-10-16026-4;Citroen;citroen;https://www.ah.nl/producten/product/wi190654/ah-biologisch-citroen;AH Biologisch Citroen;Aardappel, groente, fruit/Verse citroenen;1.59;2 stuks;st;2.0;0.8;wi190654
121878664934773368;0.11;classic-box;1;NL;PHF-10-16026-4;Citroen;citroen;https://www.ah.nl/producten/product/wi190653/ah-citroenen-voordeel;AH Citroenen voordeel;Aardappel, groente, fruit/Verse citroenen;1.49;5 stuks;st;5.0;0.3;wi190653
121878664934773370;0.67;classic-box;0;NL;DAI-11-48441-4;Verse geitenkaas (50g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi387497/bettine-salade-bolletjes-geitenkaas-naturel;Bettine Salade bolletjes geitenkaas naturel;Kaas, vleeswaren, delicatessen/Verse geitenkaas;1.57;100 g;g;100.0;1.57;wi387497
121878664934773370;0.67;classic-box;0;NL;DAI-11-48441-4;Verse geitenkaas (50g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi236943/ah-geitenkaas-naturel-in-plakjes;AH Geitenkaas naturel in plakjes;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;200 g;g;200.0;1.09;wi236943
121878664934773370;0.67;classic-box;0;NL;DAI-11-48441-4;Verse geitenkaas (50g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396969/ah-geitenkaas-naturel-55;AH Geitenkaas naturel 55+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.15;125 g;g;125.0;1.72;wi396969
121878664934773370;0.67;classic-box;0;NL;DAI-11-48441-4;Verse geitenkaas (50g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396970/ah-geitenkaas-honing-45;AH Geitenkaas honing 45+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;124 g;g;124.0;1.77;wi396970
121878664934773371;1.06;classic-box;1;NL;DAI-11-48438-4;Verse geitenkaas (100g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi387497/bettine-salade-bolletjes-geitenkaas-naturel;Bettine Salade bolletjes geitenkaas naturel;Kaas, vleeswaren, delicatessen/Verse geitenkaas;1.57;100 g;g;100.0;1.57;wi387497
121878664934773371;1.06;classic-box;1;NL;DAI-11-48438-4;Verse geitenkaas (100g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi236943/ah-geitenkaas-naturel-in-plakjes;AH Geitenkaas naturel in plakjes;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;200 g;g;200.0;1.09;wi236943
121878664934773371;1.06;classic-box;1;NL;DAI-11-48438-4;Verse geitenkaas (100g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396969/ah-geitenkaas-naturel-55;AH Geitenkaas naturel 55+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.15;125 g;g;125.0;1.72;wi396969
121878664934773371;1.06;classic-box;1;NL;DAI-11-48438-4;Verse geitenkaas (100g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396970/ah-geitenkaas-honing-45;AH Geitenkaas honing 45+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;124 g;g;124.0;1.77;wi396970
121878664934773372;1.46;classic-box;0;NL;DAI-11-48440-4;Verse geitenkaas (150g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi387497/bettine-salade-bolletjes-geitenkaas-naturel;Bettine Salade bolletjes geitenkaas naturel;Kaas, vleeswaren, delicatessen/Verse geitenkaas;1.57;100 g;g;100.0;1.57;wi387497
121878664934773372;1.46;classic-box;0;NL;DAI-11-48440-4;Verse geitenkaas (150g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi236943/ah-geitenkaas-naturel-in-plakjes;AH Geitenkaas naturel in plakjes;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;200 g;g;200.0;1.09;wi236943
121878664934773372;1.46;classic-box;0;NL;DAI-11-48440-4;Verse geitenkaas (150g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396969/ah-geitenkaas-naturel-55;AH Geitenkaas naturel 55+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.15;125 g;g;125.0;1.72;wi396969
121878664934773372;1.46;classic-box;0;NL;DAI-11-48440-4;Verse geitenkaas (150g);verse%20geitenkaas;https://www.ah.nl/producten/product/wi396970/ah-geitenkaas-honing-45;AH Geitenkaas honing 45+;Kaas, vleeswaren, delicatessen/Verse geitenkaas;2.19;124 g;g;124.0;1.77;wi396970
121878664934773373;0.11;classic-box;1;NL;SPI-10-46657-4;Ras el hanout (5g);ras%20el%20hanout;https://www.ah.nl/producten/product/wi376564/maza-hoemoes-ras-el-hanout;Maza Hoemoes ras-el-hanout;Ontbijtgranen, broodbeleg, tussendoor/Hummus met smaakje;2.05;200 g;g;200.0;1.02;wi376564
121878664934773373;0.11;classic-box;1;NL;SPI-10-46657-4;Ras el hanout (5g);ras%20el%20hanout;https://www.ah.nl/producten/product/wi216654/jonnie-boer-ras-el-hanout;Jonnie Boer Ras el Hanout;Pasta, rijst, internationale keuken/Marokkaanse kruiden;3.99;80 g;g;80.0;4.99;wi216654
121878664934773373;0.11;classic-box;1;NL;SPI-10-46657-4;Ras el hanout (5g);ras%20el%20hanout;https://www.ah.nl/producten/product/wi375984/verstegen-pure-specerijen-mengeling-ras-el-hanout;Verstegen Pure specerijen mengeling ras el hanout;Pasta, rijst, internationale keuken/Marokkaanse kruiden;1.64;35 g;g;35.0;4.69;wi375984
121878664934773373;0.11;classic-box;1;NL;SPI-10-46657-4;Ras el hanout (5g);ras%20el%20hanout;https://www.ah.nl/producten/product/wi452175/verstegen-liquid-spice-blend-ras-el-hanout;Verstegen Liquid spice blend: ras el hanout;Pasta, rijst, internationale keuken/Marokkaanse kruiden;2.69;170 ml;ml;170.0;1.58;wi452175
121878664934773374;0.42;classic-box;2;NL;PHF-10-16001-4;Aubergine (225g);aubergine;https://www.ah.nl/producten/product/wi4180/ah-aubergine;AH Aubergine;Aardappel, groente, fruit/Aubergine (vers);0.89;per stuk;st;1;0.89;
121878664934773374;0.42;classic-box;2;NL;PHF-10-16001-4;Aubergine (225g);aubergine;https://www.ah.nl/producten/product/wi239244/ah-biologisch-aubergine;AH Biologisch Aubergine;Aardappel, groente, fruit/Aubergine (vers);1.49;per stuk;st;1;1.49;
121878664934773374;0.42;classic-box;2;NL;PHF-10-16001-4;Aubergine (225g);aubergine;https://www.ah.nl/producten/product/wi445682/ah-groentespread-aubergine-paprika;AH Groentespread aubergine paprika;Ontbijtgranen, broodbeleg, tussendoor/Groentespread;1.0;70 g;g;70.0;1.43;wi445682
121878664934773374;0.42;classic-box;2;NL;PHF-10-16001-4;Aubergine (225g);aubergine;https://www.ah.nl/producten/product/wi426227/ah-buitenbeentjes-aubergine;AH Buitenbeentjes aubergine;Aardappel, groente, fruit/Aubergine (vers);2.39;1 kg;kg;1.0;0.24;wi426227
121878664934773375;0.47;classic-box;1;NL;PHF-10-16212-4;Granaatappel;granaatappel;https://www.ah.nl/producten/product/wi217024/ah-doosjevol-granaatappelpitjes;AH Doosjevol granaatappelpitjes;Aardappel, groente, fruit/Granaatappel (diepvries);1.69;250 g;g;250.0;0.68;wi217024
121878664934773375;0.47;classic-box;1;NL;PHF-10-16212-4;Granaatappel;granaatappel;https://www.ah.nl/producten/product/wi108021/ah-granaatappel;AH Granaatappel;Aardappel, groente, fruit/Granaatappel (vers);1.49;per stuk;st;1;1.49;
121878664934773375;0.47;classic-box;1;NL;PHF-10-16212-4;Granaatappel;granaatappel;https://www.ah.nl/producten/product/wi388475/ah-zongerijpte-granaatappelpitjes;AH Zongerijpte granaatappelpitjes;Aardappel, groente, fruit/Granaatappel (vers);2.0;100 g;g;100.0;2.0;wi388475
121878664934773375;0.47;classic-box;1;NL;PHF-10-16212-4;Granaatappel;granaatappel;https://www.ah.nl/producten/product/wi401913/ah-zongerijpte-granaatappelpitjes;AH Zongerijpte granaatappelpitjes;Aardappel, groente, fruit/Granaatappel (vers);3.5;185 g;g;185.0;1.89;wi401913
121878664934773376;0.41;classic-box;0;NL;DAI-10-15223-4;Feta (50g);feta;https://www.ah.nl/producten/product/wi430673/omiros-feta;Omiros Feta;Kaas, vleeswaren, delicatessen/Feta;1.64;200 g;g;200.0;0.82;wi430673
121878664934773376;0.41;classic-box;0;NL;DAI-10-15223-4;Feta (50g);feta;https://www.ah.nl/producten/product/wi239020/viking-witte-kaas-45-plak;Viking Witte kaas 45+ plak;Kaas, vleeswaren, delicatessen/Feta;1.0;200 g;g;200.0;0.5;wi239020
121878664934773376;0.41;classic-box;0;NL;DAI-10-15223-4;Feta (50g);feta;https://www.ah.nl/producten/product/wi67674/dodoni-feta-50;Dodoni Feta 50+;Kaas, vleeswaren, delicatessen/Feta;2.99;200 g;g;200.0;1.5;wi67674
121878664934773376;0.41;classic-box;0;NL;DAI-10-15223-4;Feta (50g);feta;https://www.ah.nl/producten/product/wi36874/apetina-witte-kaasblokjes-45-in-olie;Apetina Witte kaasblokjes 45+ in olie;Kaas, vleeswaren, delicatessen/Feta;2.1;265 g;g;265.0;0.79;wi36874
121878664934773377;0.55;classic-box;1;NL;DAI-10-15224-4;Feta (75g);feta;https://www.ah.nl/producten/product/wi430673/omiros-feta;Omiros Feta;Kaas, vleeswaren, delicatessen/Feta;1.64;200 g;g;200.0;0.82;wi430673
121878664934773377;0.55;classic-box;1;NL;DAI-10-15224-4;Feta (75g);feta;https://www.ah.nl/producten/product/wi239020/viking-witte-kaas-45-plak;Viking Witte kaas 45+ plak;Kaas, vleeswaren, delicatessen/Feta;1.0;200 g;g;200.0;0.5;wi239020
121878664934773377;0.55;classic-box;1;NL;DAI-10-15224-4;Feta (75g);feta;https://www.ah.nl/producten/product/wi67674/dodoni-feta-50;Dodoni Feta 50+;Kaas, vleeswaren, delicatessen/Feta;2.99;200 g;g;200.0;1.5;wi67674
121878664934773377;0.55;classic-box;1;NL;DAI-10-15224-4;Feta (75g);feta;https://www.ah.nl/producten/product/wi36874/apetina-witte-kaasblokjes-45-in-olie;Apetina Witte kaasblokjes 45+ in olie;Kaas, vleeswaren, delicatessen/Feta;2.1;265 g;g;265.0;0.79;wi36874
121878664934773378;0.67;classic-box;0;NL;DAI-10-15225-4;Feta (100g);feta;https://www.ah.nl/producten/product/wi430673/omiros-feta;Omiros Feta;Kaas, vleeswaren, delicatessen/Feta;1.64;200 g;g;200.0;0.82;wi430673
121878664934773378;0.67;classic-box;0;NL;DAI-10-15225-4;Feta (100g);feta;https://www.ah.nl/producten/product/wi239020/viking-witte-kaas-45-plak;Viking Witte kaas 45+ plak;Kaas, vleeswaren, delicatessen/Feta;1.0;200 g;g;200.0;0.5;wi239020
121878664934773378;0.67;classic-box;0;NL;DAI-10-15225-4;Feta (100g);feta;https://www.ah.nl/producten/product/wi67674/dodoni-feta-50;Dodoni Feta 50+;Kaas, vleeswaren, delicatessen/Feta;2.99;200 g;g;200.0;1.5;wi67674
121878664934773378;0.67;classic-box;0;NL;DAI-10-15225-4;Feta (100g);feta;https://www.ah.nl/producten/product/wi36874/apetina-witte-kaasblokjes-45-in-olie;Apetina Witte kaasblokjes 45+ in olie;Kaas, vleeswaren, delicatessen/Feta;2.1;265 g;g;265.0;0.79;wi36874
121878664934773379;0.81;classic-box;0;NL;DAI-10-15226-4;Feta (125g);feta;https://www.ah.nl/producten/product/wi430673/omiros-feta;Omiros Feta;Kaas, vleeswaren, delicatessen/Feta;1.64;200 g;g;200.0;0.82;wi430673
121878664934773379;0.81;classic-box;0;NL;DAI-10-15226-4;Feta (125g);feta;https://www.ah.nl/producten/product/wi239020/viking-witte-kaas-45-plak;Viking Witte kaas 45+ plak;Kaas, vleeswaren, delicatessen/Feta;1.0;200 g;g;200.0;0.5;wi239020
121878664934773379;0.81;classic-box;0;NL;DAI-10-15226-4;Feta (125g);feta;https://www.ah.nl/producten/product/wi67674/dodoni-feta-50;Dodoni Feta 50+;Kaas, vleeswaren, delicatessen/Feta;2.99;200 g;g;200.0;1.5;wi67674
121878664934773379;0.81;classic-box;0;NL;DAI-10-15226-4;Feta (125g);feta;https://www.ah.nl/producten/product/wi36874/apetina-witte-kaasblokjes-45-in-olie;Apetina Witte kaasblokjes 45+ in olie;Kaas, vleeswaren, delicatessen/Feta;2.1;265 g;g;265.0;0.79;wi36874
121878664934773381;0.21;classic-box;1;NL;SPI-11-24681-4;Pittenmix (20g);pittenmix;https://www.ah.nl/producten/product/wi437171/ah-verrijker-rozijn-walnoot-en-hazelnoot;AH Verrijker rozijn-walnoot en hazelnoot;Ontbijtgranen, broodbeleg, tussendoor/Fruit en pittenmix;3.99;360 g;g;360.0;1.11;wi437171
121878664934773381;0.21;classic-box;1;NL;SPI-11-24681-4;Pittenmix (20g);pittenmix;https://www.ah.nl/producten/product/wi437113/ah-verrijker-goji-moerbei-en-pitten;AH Verrijker goji-moerbei en pitten;Ontbijtgranen, broodbeleg, tussendoor/Fruit en pittenmix;3.99;320 g;g;320.0;1.25;wi437113
121878664934773381;0.21;classic-box;1;NL;SPI-11-24681-4;Pittenmix (20g);pittenmix;https://www.ah.nl/producten/product/wi170091/ah-salade-notenmix;AH Salade notenmix;Soepen, conserven, sauzen, smaakmakers/Pittenmix;1.09;40 g;g;40.0;2.73;wi170091
